,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
145,Patrick Beverley,CHI,34,67,34,33,27.1,111.6,113.1,-1.5,13.7,3.23,30.1,2.5,11.1,6.8,9.3,51.1,53.4,10.7,100.08,5.6,3777
145,Tre Mann,OKC,22,67,31,36,17.7,109.3,108.2,1,14.4,1.94,17.1,2.1,10.4,6.1,8.8,47.4,49.2,20,102.78,7.2,2548
145,Tyler Herro,MIA,23,67,37,30,34.9,113.9,111.3,2.7,19,1.77,17.3,1.2,15.4,8.1,9.8,53.1,56.6,25,97.15,11.9,4746
162,Chimezie Metu,SAC,26,66,41,25,10.4,113.9,107.3,6.7,8,1.25,12.4,6.8,20.6,13.9,9.9,61,63.9,16.8,106.03,11.7,1516
162,Dennis Schroder,LAL,29,66,37,29,30.1,115,112.2,2.8,20.2,2.66,25.6,1.1,6.7,4,9.6,47.2,54.5,18.3,101.8,7.7,4215
162,Dorian Finney-Smith,BKN,30,66,31,35,30.4,114,114.3,-0.3,7,1.61,14.5,5.5,10.5,7.9,9,50.5,52.3,12.9,96.9,5.6,4057
162,Gary Trent Jr.,TOR,24,66,31,35,32.1,111.8,113.8,-2.1,7.5,1.93,9,1.3,7.3,4,4.7,52.2,56,20.9,99.89,9.1,4425
162,Herbert Jones,NOP,24,66,31,35,29.6,115.8,111.8,3.9,10.8,1.84,19.7,5.1,8.9,7,10.7,52.5,56.7,14.4,99.3,6.8,4031
162,Joel Embiid,PHI,29,66,43,23,34.6,119,110.2,8.8,23.3,1.21,12.7,5.7,24.3,15.7,10.5,57.3,65.5,37,97.34,21.3,4639
162,Lauri Markkanen,UTA,26,66,32,34,34.4,117.4,113.6,3.8,8.6,0.97,7.9,5.5,18.3,12,8.2,58.7,64.1,25.9,101.06,15.4,4777
162,Luka Doncic,DAL,24,66,33,33,36.2,118.1,116,2.1,40.8,2.24,21.1,2.4,22.4,12.4,9.4,56,60.9,36.8,97.63,20.2,4874
162,Malaki Branham,SAS,20,66,15,51,23.5,108.3,119.4,-11.1,11.2,1.67,15,1.7,9.8,5.7,9,50.3,52.4,18.8,104.36,6.5,3374
171,Clint Capela,ATL,29,65,35,30,26.6,115.3,116.4,-1.1,4.5,1.07,8.2,14.2,26.8,20.3,7.7,65.3,65.6,15.1,102.96,13.5,3716
171,Jamal Murray,DEN,26,65,43,22,32.8,118.9,112.5,6.4,26.5,2.76,23.9,2.4,9.9,6.2,8.7,53.7,57.1,25.6,99.13,12.1,4413
171,Jaylen Nowell,MIN,23,65,34,31,19.3,111.2,111.3,0,15.6,2.03,15.3,2.8,10.7,6.7,7.6,50.2,52.7,23.8,105.04,9.5,2736
171,Josh Richardson,NOP,29,65,24,41,23.5,108.4,113.6,-5.2,16,2.02,20.6,2.6,8.7,5.7,10.2,52.8,55.5,18,102.79,8.3,3279
171,Kristaps Porzingis,WAS,27,65,27,38,32.6,116.2,114.8,1.4,12.5,1.27,11.6,5.7,19.4,13,9.1,56.5,62.7,27.2,99.2,14.5,4388
171,Larry Nance Jr.,NOP,30,65,34,31,21.2,114.1,107.4,6.7,11.7,2.83,23.8,8.1,18.4,13.3,8.4,63.3,64.9,11.8,100.69,11,2893
171,Marcus Morris Sr.,LAC,33,65,35,30,28.1,113.7,113.9,-0.3,9,2.04,13.5,1.7,12.7,7.3,6.6,51.3,53.4,17.6,98.01,7.2,3724
171,Nick Richards,CHA,25,65,21,44,18.7,107.5,112,-4.5,4.6,0.64,7.8,11.3,21,16.1,12.2,63.1,67.6,15.1,101.86,12,2586
171,Oshae Brissett,IND,25,65,27,38,16.7,112.4,111.8,0.6,5.5,1.29,9.5,5.4,14.4,9.8,7.4,46.1,52,15.5,102.21,7.3,2310
171,Talen Horton-Tucker,UTA,22,65,30,35,20.2,112,112,0.1,27.4,1.95,23.3,3,11.7,7.4,11.9,46.7,50.8,25,103.46,10,2826
181,Austin Reaves,LAL,25,64,35,29,28.8,115.4,110.5,4.9,15.5,2.17,23.7,1.8,7.9,5.1,10.9,61.6,68.7,15.4,103.38,10,3978
181,Derrick Jones Jr.,CHI,26,64,29,35,14,112.8,106,6.7,5.2,1.36,10.5,6.9,9.8,8.4,7.7,55.9,59.7,13.8,101.46,7.7,1886
181,Doug McDermott,SAS,31,64,19,45,20.5,108.7,118.4,-9.7,9.8,1.57,13,1.6,8.5,4.9,8.3,57.5,59,18.6,104.39,7.1,2876
181,Jimmy Butler,MIA,33,64,35,29,33.4,114.9,113.7,1.2,26.4,3.37,21.9,6.8,12.1,9.3,6.5,56,64.7,24.8,97.02,17.7,4320
181,Josh Christopher,HOU,21,64,16,48,12.3,105.4,119.3,-13.9,14.9,1.22,15,2.4,6.8,4.5,12.3,49.7,52.3,21.5,100.28,7.3,1644
181,Kyle Kuzma,WAS,27,64,29,35,35,112.9,112.6,0.3,16.4,1.26,14.3,2.5,17.2,10.2,11.4,51.8,54.4,27.3,100.4,10.9,4681
181,Miles McBride,NYK,22,64,36,28,11.9,110.9,107.3,3.6,13,2.88,21.7,1.6,4.7,3.1,7.5,45.1,47.5,14.1,99.5,4.9,1574
181,Terence Davis,SAC,26,64,38,26,13.1,115.4,111.4,4,11,1.26,13.3,2.4,14,8.2,10.5,54.5,56.3,21.5,104.19,8,1814
189,Aaron Holiday,ATL,26,63,32,31,13.4,110.8,110,0.9,13.5,2.47,24.9,2.8,5.9,4.3,10.1,50,52.8,12.9,103.27,5.4,1819
189,Al Horford,BOS,37,63,44,19,30.5,118.9,111.1,7.8,12.8,5.11,26.5,3.9,15.9,10.1,5.2,62.7,63.1,11.9,99.72,9.5,3991
189,Giannis Antetokounmpo,MIL,28,63,47,16,32.1,116.4,109.2,7.2,31.4,1.46,16.2,6.5,26.8,17.1,11.1,57.2,60.5,37.3,103.63,20.4,4380
189,Isaiah Jackson,IND,21,63,24,39,16.5,109.5,115.2,-5.6,7.1,1,10.5,10,15.9,12.8,10.5,56.6,59.5,16.5,104.33,9.3,2267
189,Jaren Jackson Jr.,MEM,23,63,41,22,28.4,116.4,106.6,9.8,4.8,0.56,5.3,5.8,15.9,11,9.5,56.7,61.3,24.3,103.3,12.5,3842
189,Jerami Grant,POR,29,63,28,35,35.6,116.1,117.3,-1.2,10.3,1.29,11.3,2.5,10.4,6.5,8.8,55.4,60.6,22.7,99.08,9.9,4643
189,Keldon Johnson,SAS,23,63,17,46,32.8,110.2,121.4,-11.3,13.7,1.37,11.8,2.5,13.3,7.6,8.6,51.2,55.1,27.3,101.73,10.3,4374
189,Kevin Knox II,POR,23,63,12,51,15.1,104.3,115.8,-11.4,5.3,0.66,7.5,3.3,15.2,9,11.3,55.6,57.9,17.5,103.97,7.7,2066
189,Mike Muscala,BOS,31,63,32,31,15,116.4,107.6,8.8,6.9,2.17,12.9,3.8,16.1,10.2,5.9,58.7,60.8,14.6,104.22,8.7,2062
189,Moses Moody,GSW,21,63,37,26,13,110.7,111.3,-0.6,8.5,1.5,15.4,3.4,9.1,6.3,10.2,58.4,60.3,14.1,103.94,7,1771
189,Rui Hachimura,LAL,25,63,38,25,23.3,108.5,109.7,-1.2,6,1.09,7.8,3.6,14.1,9.1,7.1,53,55.6,19.4,102.74,9.8,3142
189,Terrence Ross,PHX,32,63,27,36,21.1,112.1,114.7,-2.6,10.1,2.21,15.4,1.6,9.9,5.7,7,53.2,54.4,16.6,100.53,6.9,2785
189,Terry Rozier,CHA,29,63,19,44,35.3,109.3,115.6,-6.2,22,2.38,18.5,2.1,9.5,5.6,7.8,48.4,51.7,26.2,101.87,10.1,4716
189,Zach Collins,SAS,25,63,20,43,22.9,108.7,116.3,-7.5,18,1.4,19.6,7.6,19,13.3,14,56.8,59.9,20.9,104.06,11,3121
203,Anfernee Simons,POR,24,62,27,35,35,114.1,115.7,-1.6,18.6,1.98,16.9,0.8,6.7,3.8,8.6,54.8,58.1,24.7,99.22,9.7,4485
203,Anthony Lamb,GSW,25,62,36,26,19.3,112.5,110.8,1.7,11.1,1.78,19.6,4.7,12.9,8.9,11,58.8,61,13.6,102.55,7.3,2548
203,Cory Joseph,DET,31,62,12,50,19.8,109.7,113.8,-4.1,25.6,3.88,33.2,1.6,7,4.2,8.6,52.7,55.8,14.9,99.47,8.7,2541
203,Jordan Goodwin,WAS,24,62,22,40,17.8,107.1,111.7,-4.5,22,2.95,27.6,5,13.1,9,9.4,50.1,53.1,16.5,101.78,10.2,2339
203,Jordan Nwora,IND,24,62,36,26,19.2,107,117.2,-10.2,10.7,1.33,13.9,4.1,14.7,9.3,10.4,53.3,56.1,18.7,103.63,8.9,2569
203,Kevin Love,MIA,34,62,35,27,20,113.7,109.8,3.9,13.1,1.66,17.9,5,28.7,16.8,10.8,50.6,54.8,18.5,99.14,11.5,2564
203,Lamar Stevens,CLE,25,62,39,23,18.1,112.2,111.1,1.2,4,1.22,8.9,4.6,14.5,9.7,7.3,50,52.4,13.6,96.64,6.7,2247
203,Michael Porter Jr.,DEN,25,62,41,21,29,122.6,112.2,10.4,4.8,0.96,6.5,3.8,15.1,9.7,6.8,60.2,62.1,22,100.42,10.3,3773
203,Monte Morris,WAS,28,62,28,34,27.4,117.4,117.3,0.1,24.9,5.43,35,1.6,10.6,6.3,6.4,55.5,57.9,15.5,99.63,10.2,3521
203,Myles Turner,IND,27,62,29,33,29.4,115.1,116.3,-1.2,7.4,0.86,8.5,4.9,20.5,12.8,9.8,61.2,65.1,22.5,101.22,12.5,3849
203,Trendon Watford,POR,22,62,26,36,19.1,110.8,117.9,-7.1,16.2,1.83,22.9,3.7,17.3,10.5,12.5,59.9,62.5,15.8,100.5,9.7,2472
214,Bismack Biyombo,PHX,30,61,33,28,14.3,112.7,109.7,3.1,8.9,1.1,16.4,9.3,18.4,13.8,14.9,57.8,55.5,13.6,99.31,8.6,1805
214,Ja Morant,MEM,23,61,40,21,31.9,115.8,108.5,7.3,41.2,2.39,23.2,2.9,13.9,8.4,9.7,50.4,55.7,33.8,102.51,17.5,4160
214,Jordan Clarkson,UTA,31,61,30,31,32.6,117.4,116.6,0.8,20.9,1.45,17.1,3.6,8.3,6,11.8,51.9,55.8,27.3,100.54,10.2,4165
214,Jose Alvarado,NOP,25,61,30,31,21.5,112.1,108.4,3.7,19.9,2.3,23.6,2.2,8.7,5.4,10.3,49.6,52.5,19.1,101.79,7.9,2778
214,Marcus Smart,BOS,29,61,43,18,32.1,118.1,111.7,6.3,25.6,2.67,32.4,2.4,7.3,4.9,12.1,51.1,53.8,17.6,100.71,7.6,4097
214,Pat Connaughton,MIL,30,61,43,18,23.7,113.3,109.9,3.4,6.9,2.33,14.1,3.3,14.4,9,6,52.1,53.1,13.3,103.42,7.5,3121
214,Seth Curry,BKN,32,61,37,24,19.8,110.4,113.9,-3.5,12.1,1.94,16.1,1.1,7.1,4.2,8.3,56.8,59.3,18.8,100.21,7.9,2536
214,Xavier Tillman,MEM,24,61,40,21,19.3,110.9,110.1,0.7,10.9,2.18,19.8,9.5,15.5,12.4,9.1,62.1,62.1,13.6,103.19,10.5,2528
222,Cole Anthony,ORL,23,60,28,32,25.9,112.4,112.5,-0.1,22.8,2.58,23.4,3,15.2,9.1,9.1,51.6,57,20.9,99.91,11.6,3220
222,Ish Wainright,PHX,28,60,33,27,15.3,112.7,106.6,6.1,7.5,2.41,16.8,4.5,9.7,7.1,7,49.6,52.2,11.7,101.42,5.1,1922
222,Josh Green,DAL,22,60,27,33,25.7,115.3,112.8,2.5,9.6,1.43,17.3,3.7,8.7,6.2,12.1,62.6,64.5,14,98.96,6.7,3173
222,Kyrie Irving,DAL,31,60,32,28,37.3,117.9,113.2,4.7,23.3,2.59,18.8,2.9,10.7,7,7.3,57.2,61.3,28.6,98.47,14.6,4599
222,Markelle Fultz,ORL,25,60,29,31,29.6,110.3,114,-3.7,29,2.45,27.9,3.8,9.5,6.6,11.4,53.4,56.4,20.8,101.23,11.1,3753
222,Norman Powell,LAC,30,60,31,29,26.1,109.2,113,-3.8,11.5,1.08,10.4,1.5,9.3,5.5,9.7,55.9,61.2,25.1,101.66,11,3320
222,Tyrese Maxey,PHI,22,60,39,21,33.6,118,112.6,5.4,16.7,2.65,16.4,1.2,7.9,4.7,6.2,56.8,60.5,23.6,97.53,10.9,4105
222,Vlatko Cancar,DEN,26,60,38,22,14.8,109.1,113.1,-3.9,12.5,2.16,22.2,2.7,11.9,7.3,10.2,57,60.6,13.4,99.56,7.6,1847
230,Anthony Gill,WAS,30,59,21,38,10.6,109.5,110.4,-0.8,7.4,2.27,16.2,5.8,10,7.9,7.1,55.3,60.4,11.6,101.56,6.3,1321
230,Bojan Bogdanovic,DET,34,59,15,44,32.1,111.3,119.5,-8.2,13.3,1.13,11.8,1.8,9.9,5.8,10.5,57,62.7,25.1,101.18,11.6,3988
230,Chris Paul,PHX,38,59,33,26,32,114.9,112.5,2.3,38.9,4.6,38.1,1.4,11.8,6.6,8.3,51.3,55.5,19.5,97.76,13.3,3844
230,Dyson Daniels,NOP,20,59,33,26,17.7,107.1,106.7,0.4,17.2,2.35,32.2,3.5,14,8.9,13.7,48.3,50.3,11.3,103.17,6.8,2233
230,Kevin Porter Jr.,HOU,23,59,18,41,34.3,111.2,119.5,-8.3,26,1.8,22.3,3.6,11.7,7.5,12.4,52.2,56.5,23.9,99.8,11.2,4211
230,Luke Kennard,MEM,27,59,37,22,22.3,116.5,109.1,7.3,9.1,1.98,17.1,1.2,10.4,5.9,8.6,66.6,68.4,14.4,100.32,8.9,2753
230,Mitchell Robinson,NYK,25,59,35,24,26.9,119.9,112.6,7.3,4.4,1.29,12.3,16.4,17.8,17.1,9.5,67.1,65.2,10.1,97.13,10.1,3194
230,Nickeil Alexander-Walker,MIN,24,59,29,30,15,109.8,111.8,-2,16.8,1.96,22.4,1.7,9.5,5.6,11.4,54.7,56.5,17.7,102.8,7.7,1887
230,Ochai Agbaji,UTA,23,59,29,30,20.5,114.4,114.6,-0.2,7.2,1.63,12.8,3.4,5.8,4.7,7.8,53.2,56.1,15.4,103.39,5.2,2598
230,Thomas Bryant,DEN,25,59,33,26,18.3,111.1,115.8,-4.7,4.2,0.82,6.3,8.1,22.3,15.4,7.7,65.9,68.2,18.1,102.1,12.9,2307
240,Christian Koloko,TOR,23,58,29,29,13.8,112.7,103.7,9,5,1.55,13.5,9.4,11,10.1,8.7,48.3,51.7,10,100.54,4.6,1682
240,Damian Lillard,POR,32,58,27,31,36.3,119.5,117.4,2.1,33.8,2.23,20.8,2.2,11.2,6.8,9.3,56.4,64.5,33.1,99.78,17.3,4385
240,Desmond Bane,MEM,25,58,38,20,31.7,116.4,107.4,9,20.2,2.02,18.2,2.2,12.3,7.4,9,56.8,60.6,25.2,103.27,13.1,3962
240,Goran Dragic,MIL,37,58,27,31,15,111.6,112.2,-0.6,23.7,2.4,26.5,1.8,7.5,4.7,11.1,49.9,51.4,19.8,103.2,7.3,1878
240,James Harden,PHI,33,58,39,19,36.8,119.4,113.3,6.1,43.9,3.17,34.4,2.1,15.1,8.8,10.9,53.6,60.7,24.7,96.11,15.9,4282
240,Yuta Watanabe,BKN,28,58,30,28,16,112.3,112.9,-0.6,7.1,2.18,14.8,3.4,11.7,7.7,6.8,62.1,63.7,12.7,101.71,7.6,1968
246,Cam Thomas,BKN,21,57,30,27,16.6,112.1,113.7,-1.6,13.3,1.24,11.6,0.9,8.9,5,9.4,49.7,56.7,26.8,100.71,10.2,2000
246,Daishen Nix,HOU,21,57,15,42,16,106.2,114.4,-8.2,19.1,1.53,28,1.8,9.1,5.2,18.2,42.6,44.7,14.9,101.05,4.5,1928
246,Dario Saric,OKC,29,57,26,31,14.1,112.8,111.2,1.6,13.1,1.35,17,6.4,19.5,12.8,12.6,54,58.3,18.6,100.8,9.9,1697
246,JaMychal Green,GSW,33,57,30,27,14,108.3,116.4,-8.2,9.4,0.98,13.3,8.7,16.4,12.5,13.5,62.3,65,16.9,105.25,9.7,1741
246,Montrezl Harrell,PHI,29,57,35,22,11.9,111.9,109.6,2.2,7.3,0.94,10.3,10,13.3,11.7,11,59.8,63.1,17.8,101.28,10.3,1431
246,Moritz Wagner,ORL,26,57,27,30,19.5,109.4,110.6,-1.1,11.5,1.24,13.4,6,17.2,11.5,10.8,56.4,63,20.1,102.32,11.5,2365
246,Wendell Carter Jr.,ORL,24,57,26,31,29.6,110.5,111.4,-0.8,11.9,1.25,14.1,7.4,22.1,14.9,11.3,59.1,62.1,20.4,100.17,12.6,3521
253,Anthony Davis,LAL,30,56,31,25,34,114.3,109.5,4.8,12.8,1.21,10.4,10.2,24.8,17.7,8.6,57.3,62.7,27.7,102.39,18.6,4067
253,Bones Hyland,LAC,22,56,36,20,19.4,112.7,118,-5.3,24.5,2.1,19.9,1.9,11.1,6.4,9.5,50.2,53.5,27.1,99.23,10,2240
253,Brandon Clarke,MEM,26,56,32,24,19.5,109,108.3,0.7,10,1.31,13.5,7.9,17.7,12.9,10.3,65.8,68.1,17.4,104,13.4,2348
253,Danuel House Jr.,PHI,30,56,38,18,14.4,112.8,112.5,0.3,7.4,1.69,15,1.2,10.7,6.2,8.9,56.6,60,13.3,101.02,6.1,1689
253,Hamidou Diallo,DET,24,56,12,44,17.8,108.9,109.5,-0.6,8.8,0.77,9.7,5.6,13.6,9.6,12.6,58,59.3,21,103.05,10,2137
253,Jabari Walker,POR,20,56,21,35,11.1,104.8,113.8,-9,8,1.17,12.1,7.4,13.5,10.4,10.3,46,49.6,16.4,103.03,6,1331
253,Jeff Green,DEN,36,56,33,23,19.5,107.1,115,-8,9.5,1.5,13.9,3.5,9.6,6.6,9.3,53.4,57.6,16.7,99.38,7.1,2253
253,Jeremy Sochan,SAS,20,56,15,41,26,110.6,117.6,-7,13.2,1.46,16.9,6,14,9.8,11.5,48.3,50.9,19.5,102.37,7.4,3101
253,Lonnie Walker IV,LAL,24,56,27,29,23.2,108.8,116.1,-7.3,7.1,1.39,9.4,1.1,6.9,4.1,6.7,53.4,57,19.8,104.03,7.4,2810
253,Paul George,LAC,33,56,32,24,34.6,116.5,112.5,4,23.7,1.64,18.1,2.5,15.3,9.1,11.1,53.6,58.8,29.4,98.46,13.5,3976
253,Rudy Gay,UTA,36,56,29,27,14.6,111.5,108.6,2.9,9.5,1.54,14.1,3.8,14.8,9.4,9.2,43.6,47.3,17.4,103.11,6.9,1755
253,Stephen Curry,GSW,35,56,30,26,34.7,118.1,112.4,5.8,27.4,1.97,19.9,2,14.7,8.5,10.1,61.4,65.6,29.7,104.68,16.6,4244
253,Tyrese Haliburton,IND,23,56,28,28,33.6,116.9,117.9,-1,45.7,4.15,35.6,1.8,9.2,5.5,8.6,58.6,62.4,23.8,101.45,15.9,3982
253,Will Barton,TOR,32,56,27,29,17.7,104.9,113.2,-8.4,16.2,2.33,20.6,1.4,12.5,6.7,8.8,47,49.3,18.2,100.14,7.8,2074
267,Kyle Lowry,MIA,37,55,30,25,31.2,112.4,111.3,1.1,23.3,2.73,30.4,2.5,11.2,6.7,11.1,51.4,56.5,16.2,97.13,8.9,3483
267,LeBron James,LAL,38,55,30,25,35.5,115.6,111,4.6,30.8,2.11,19.8,3.3,19.1,11.4,9.4,54.9,58.3,32.2,103.11,17.2,4207
267,Precious Achiuwa,TOR,23,55,30,25,20.7,114,115.6,-1.6,6.3,0.85,8.8,8.3,21.3,14.4,10.4,52.1,55.4,19,98.04,10,2330
270,Bogdan Bogdanovic,ATL,30,54,27,27,27.9,117.3,116.1,1.2,13.4,2.31,17.5,1.5,9.3,5.5,7.6,56.6,58.6,19.6,101.23,8.9,3193
270,Dennis Smith Jr.,CHA,25,54,19,35,25.7,103.6,106.2,-2.6,27.5,3.18,30.9,1.8,9.3,5.6,9.7,43.8,47.5,17.5,102.11,9,2960
270,Garrison Mathews,ATL,26,54,16,38,12.7,103.1,109.5,-6.4,5.7,1.37,9.8,1.4,8.2,4.8,7.2,52,57.3,13.9,101.98,6.4,1461
270,Haywood Highsmith,MIA,26,54,28,26,18,104.8,110,-5.2,6.5,0.96,13.6,5.5,13.5,9.4,14.2,51.6,51.7,12.1,98.29,5.8,1985
270,Nassir Little,POR,23,54,22,32,18.1,111.1,119.9,-8.8,7.5,1.39,12.2,2.8,12.2,7.5,8.8,53.8,55.5,15.8,99.56,6.8,2019
270,Taurean Prince,MIN,29,54,31,23,22.1,111.9,111,0.9,9.4,1.22,15,1.3,9.6,5.5,12.3,56.5,59.7,16.5,105.09,6.5,2600
270,Thaddeus Young,TOR,35,54,23,31,14.7,109.4,115,-5.6,13.3,1.79,23,8.3,13.6,10.7,12.9,56.1,57.3,13.1,99.14,8.4,1643
277,Devin Booker,PHX,26,53,34,19,34.6,119.6,113.4,6.2,25.1,2.02,17.8,2.5,10.5,6.5,8.8,54.6,60.1,31.1,99.18,14.7,3797
277,Edmond Sumner,BKN,27,53,33,20,13.9,111.7,110.1,1.7,13,1.36,15.7,1.9,8.6,5.4,11.5,51.9,59.7,20.9,102.99,8.8,1579
277,Jalen Suggs,ORL,22,53,20,33,23.5,109.7,111,-1.3,17.9,1.65,20.9,4.4,8.3,6.3,12.7,49.3,52.8,19.6,101.73,7.7,2638
277,Kenrich Williams,OKC,28,53,26,27,22.8,113.3,109.2,4.1,11.7,3.28,21,7.5,13.7,10.5,6.4,59,58.5,13.4,101.85,9.6,2546
277,Malachi Flynn,TOR,25,53,29,24,13,109.9,113.4,-3.5,14.5,2.8,19.9,1.9,9.7,5.4,7.1,45.7,47.9,16.8,99.05,5.6,1430
277,Zeke Nnaji,DEN,22,53,34,19,13.7,101.5,107.4,-5.9,4,0.58,6.6,8.7,9.9,9.3,11.4,60.5,62,14.9,98.4,7.2,1488
283,Austin Rivers,MIN,30,52,25,27,19.5,109.8,114.8,-4.9,9.5,3.26,23.1,0.5,7.8,4.2,7.1,53.8,56.4,10.4,102.46,5,2154
283,Isaiah Livers,DET,24,52,10,42,23.1,107.9,115.6,-7.8,4.8,1.37,11,2.3,9.6,5.9,8,54.5,56.7,11.7,99.5,5.3,2481
283,Jericho Sims,NYK,24,52,31,21,15.6,108.1,114.9,-6.7,4.4,0.93,15.2,11.7,17.5,14.6,16.4,77.6,78,7.4,97.31,8.6,1646
283,Juan Toscano-Anderson,UTA,30,52,19,33,13.5,103.8,113.7,-9.9,12.2,1.91,25.7,3.7,12.8,8.3,13.4,47.6,50.5,10.9,103.71,5.3,1514
283,Jusuf Nurkic,POR,28,52,24,28,26.8,114.6,114.3,0.3,16,1.25,17.5,8.4,25.8,17.2,14,56.1,58.9,21.8,99.59,11.9,2887
283,Kawhi Leonard,LAC,32,52,33,19,33.6,118.2,112.1,6.1,19,2.32,15.9,3.4,16,9.8,6.9,57.2,62.3,26.7,98.65,15.9,3592
283,MarJon Beauchamp,MIL,22,52,34,18,13.5,105.8,112.9,-7.2,7.2,0.78,10.3,5,10.3,7.6,13.2,49.2,51.3,17.5,103.07,5.1,1510
283,Simone Fontecchio,UTA,27,52,25,27,14.7,105.2,118.3,-13.1,7.9,1.08,10.2,3.6,7,5.2,9.5,47,49.5,19.2,104.96,4.6,1681
283,Wesley Matthews,MIL,36,52,37,15,15.8,111.1,108.3,2.8,5.3,1.89,15,4,8.7,6.4,8,48.4,51.9,9.5,104.52,4.1,1788
292,Alec Burks,DET,31,51,12,39,22,112.9,113.9,-1,15,1.97,16.1,1.7,12.4,6.9,8.2,54.4,60.2,21.8,103.25,10.9,2422
292,Caleb Houstan,ORL,20,51,20,31,15.9,107.6,112.9,-5.3,5.1,1.67,12.6,4.1,8.3,6.2,7.6,48.9,50.8,10.7,100.65,3.8,1706
294,Amir Coffey,LAC,26,50,26,24,12.5,104.2,113.1,-8.9,11.9,2.52,21.4,2.6,5.5,4,8.5,42.4,49.8,12.8,101.22,4.2,1320
294,Bradley Beal,WAS,30,50,24,26,33.5,116.6,115.9,0.7,26,1.87,19.6,2.6,9.1,6,10.5,55.1,59.3,28.8,97.94,12.9,3421
294,Delon Wright,WAS,31,50,26,24,24.4,114.1,110.9,3.2,20.9,4.41,35.1,5,9.7,7.4,8,54.5,58.1,12.5,99.45,10.7,2525
294,Gordon Hayward,CHA,33,50,20,30,31.5,108.4,111.7,-3.3,18.7,2.08,21.7,2,11.2,6.5,10.4,52,56.3,19.6,103.01,10.1,3386
294,Isaiah Stewart,DET,22,50,12,38,28.3,108.9,116.9,-8,7.3,1.03,10.8,7.8,20.2,13.8,10.5,51.8,56,17,101.24,9.1,2988
299,Jaylin Williams,OKC,21,49,23,26,18.7,111.1,115.7,-4.6,10.9,2.05,20.5,4.5,23,13.1,10,53.4,55.9,13.3,102.18,8,1946
299,Mo Bamba,LAL,25,49,25,24,15.7,113,111.5,1.5,8.6,1.53,13.4,7.6,19.8,14,8.7,58.5,60.2,16.6,99.32,10.1,1583
299,Taj Gibson,WAS,38,49,21,28,9.8,110.6,111.7,-1.1,9.4,1.31,16.7,6.8,14.3,10.4,12.8,55.2,58.5,15.1,99.51,5.9,999
302,Cameron Payne,PHX,28,48,27,21,20.2,115.4,111.4,4.1,30.8,2.64,27.6,1.2,10,5.4,10.4,49,51.2,23.9,100.9,9.7,2033
302,Collin Sexton,UTA,24,48,24,24,23.9,116.4,116.3,0.1,17.8,1.62,17.8,3.2,5.6,4.4,10.9,55.8,61.6,23,102.3,9.7,2427
302,Day'Ron Sharpe,BKN,21,48,22,26,11.5,110.3,119,-8.8,9.9,0.88,13.5,16.8,19,17.9,15.3,56.1,58.1,17.3,102.26,9.3,1178
302,Gary Harris,ORL,28,48,22,26,24.7,113,115.8,-2.8,6.7,2.11,14.5,1.8,6.9,4.3,6.9,60.3,62,12.5,100.45,5.8,2472
302,Jaden Hardy,DAL,20,48,20,28,14.8,112.5,115.6,-3.1,14.7,1.41,13.6,1.5,10.6,6.1,9.6,53.3,57.1,24.8,101.37,9,1502
302,Kelly Oubre Jr.,CHA,27,48,16,32,32.2,107.6,115.3,-7.7,5.7,0.84,5.3,3.8,12.1,7.7,6.3,49.7,53.4,25.7,101.92,9.4,3275
302,Payton Pritchard,BOS,25,48,32,16,13.4,107.9,106.5,1.4,15.3,1.6,18,3.8,9.4,6.6,11.2,52.7,53.6,19.3,99.69,7.6,1332
302,Raul Neto,CLE,31,48,31,17,10.5,111.2,109.8,1.4,22.6,3.29,34.5,2.2,7.1,4.8,10.5,57.3,62.8,13.3,96.76,8.7,1017
302,Robert Covington,LAC,32,48,20,28,16.2,109.2,110.2,-1,10.5,1.78,17,3.8,16.4,10.2,9.5,56.3,58.4,14.9,100.85,9.7,1640
311,Frank Ntilikina,DAL,24,47,20,27,12.9,113.5,108.4,5.1,12.7,2,24.9,1.1,8.6,4.9,12.4,42.8,46.1,12.5,101.67,3.3,1273
311,Jaxson Hayes,NOP,23,47,22,25,13,103.4,108.8,-5.4,8.8,1.1,13.2,5.8,15.3,10.4,12.1,56.1,60.5,14.9,102.29,9,1300
311,Kevin Durant,PHX,34,47,34,13,35.6,117.1,110.3,6.8,22.8,1.51,17,1.2,16.6,9.6,11.3,61.4,67.7,30.5,99,18.5,3458
311,R.J. Hampton,DET,22,47,9,38,15.9,107.1,115.8,-8.7,11,1.29,14.8,2.4,9.3,5.8,11.5,51.7,55.8,17.5,99.76,7.4,1556
315,Bryce McGowens,CHA,20,46,16,30,17.1,102.6,112.3,-9.7,9.8,1.26,16.2,2.5,8.8,5.7,12.9,46,51.9,14.7,103.04,5.3,1696
315,Chris Duarte,IND,26,46,19,27,19.5,109.4,115.6,-6.2,10.1,1.56,13.7,2,10.6,6.1,8.8,45.2,49.6,18.1,102.61,6.1,1920
