,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
59,Wesley Matthews,MIL,33,67,52,15,24.4,110.5,98.3,12.2,7,2.14,15.8,1.3,7.3,4.5,7.4,52.4,54.7,12.3,107.09,5.3,3652
70,Aaron Holiday,IND,23,66,42,24,24.5,109.1,106.9,2.2,18.8,2.56,24.6,1.3,7.7,4.6,9.6,49.1,52.1,18.2,100.31,7.8,3398
70,Alec Burks,PHI,28,66,21,45,26.6,103.5,109.8,-6.3,17.9,2.08,16.3,2.5,13.1,7.7,7.8,49.3,56.1,23,101.88,11.9,3729
70,Bobby Portis,NYK,25,66,21,45,21.1,102.3,110.2,-7.9,11.2,1.34,12.3,5.3,18,11.4,9.1,50.7,53,20.7,101.25,10.8,2959
70,Damian Lillard,POR,29,66,33,33,37.5,115.7,114.3,1.4,33.5,2.73,23.2,1.3,9.2,5.3,8.5,56.3,62.7,29.4,102.12,16.8,5267
70,Dario Saric,PHX,26,66,32,34,24.7,110.8,112,-1.2,10.5,1.4,15.3,6,18.6,12.3,10.9,55.4,59.2,17.4,102.6,9.9,3476
70,Dejounte Murray,SAS,23,66,29,37,25.6,109.2,113.5,-4.2,23.2,2.17,25,4,18.4,11.2,11.6,49.4,52.4,20.7,101.68,11.1,3556
70,Donte DiVincenzo,MIL,23,66,53,13,23,111.9,99.6,12.2,13.4,1.71,19.4,4.1,14,9.3,11.3,53.6,55.7,16.8,107.06,10.2,3388
70,Evan Fournier,ORL,27,66,28,38,31.4,107.7,109.5,-1.8,16,1.67,15.5,0.8,7.4,4,9.3,56,59.5,23.7,99.95,9.7,4321
70,Georges Niang,UTA,27,66,41,25,14,107.1,108.1,-1.1,6.9,1.47,10.8,1.5,11.7,6.6,7.4,57.8,58.9,16.3,102.12,8,1955
70,Isaac Bonga,WAS,20,66,22,44,18.9,106.5,106.9,-0.4,8.1,1.31,18.9,5.2,12.1,8.5,14.4,55.8,60.8,10.6,103.84,6.2,2693
70,Jakob Poeltl,SAS,24,66,30,36,17.7,114.5,108.9,5.7,12.6,2.15,24.7,10.8,19.4,15.2,11.5,62.4,61.2,12.5,103.94,10.7,2525
70,Jayson Tatum,BOS,22,66,46,20,34.3,114.2,103.5,10.6,14.3,1.29,11.7,2.7,16.5,9.6,9,52.7,56.7,28,100.63,14.3,4746
70,Langston Galloway,DET,28,66,20,46,25.8,107.7,112.1,-4.4,8.9,2.53,14.3,1.9,6.8,4.3,5.7,55.7,58.4,14.9,100.17,7.5,3559
70,Patty Mills,SAS,31,66,28,38,22.5,113.1,109,4.1,11.2,2.19,14.5,1.4,5.4,3.5,6.6,56,59.2,19.3,104.29,8.2,3227
70,Robin Lopez,MIL,32,66,51,15,14.5,103.7,103.1,0.6,6.8,0.71,10.5,5.4,9.2,7.4,14.7,55,55.4,16.1,106.53,6,2124
85,Cedi Osman,CLE,25,65,19,46,29.4,106.3,115.2,-9,11.5,1.69,17.2,2,10.3,6,10.2,53.8,55.2,16.2,100.3,6.5,3996
85,Coby White,CHI,20,65,22,43,25.8,104.4,108.8,-4.4,16.2,1.61,15.5,1.5,12.8,6.7,9.7,47.8,50.6,23.5,102.51,8.7,3573
85,Collin Sexton,CLE,21,65,19,46,33,107.8,117,-9.2,14.6,1.22,12.4,2.8,6.9,4.8,10.2,51.7,56,26.4,100.37,9.5,4488
85,Daniel Theis,BOS,28,65,42,23,24.1,111,104,7,10.4,2.06,17.4,8.6,17.2,12.9,8.5,60.3,63.1,14.4,100.04,10.8,3252
85,Dennis Schroder,OKC,26,65,40,25,30.8,108.5,103,5.5,22.2,1.58,17.6,1,9.9,5.6,11.1,53.4,57.5,26.2,101.47,12.2,4225
85,Jae Crowder,MIA,29,65,29,36,28.8,109,111.9,-2.9,11.7,2.33,19.1,2.6,16.9,9.8,8.2,52.1,55.3,15.2,103.18,8.9,4024
85,Josh Hart,NOP,25,65,26,39,27,108.2,111.2,-3.1,8.4,1.44,14.1,3.2,19.5,11.3,9.8,53.7,56.3,15,104.9,9.1,3838
85,Justin Jackson,DAL,25,65,39,26,16.1,112.4,111.9,0.5,6.7,3.71,12.1,2.4,11.9,7.1,3.3,46.6,49.6,15,101.69,6.1,2210
85,Kevin Knox II,NYK,20,65,21,44,17.9,101.3,108.6,-7.3,7.6,1.36,11,2.1,12.8,7.2,8.1,44,47,17.2,102.29,5.6,2486
85,Lou Williams,LAC,33,65,44,21,28.7,111.5,107.4,4,29.4,2.01,22.5,1.6,8.1,4.9,11.2,47.7,54.6,27.1,105,12.4,4095
85,Matisse Thybulle,PHI,23,65,40,25,19.8,107.7,105.3,2.4,8.1,1.55,19.1,3.3,4.9,4.1,12.3,52.8,53.9,10.8,102.32,4.4,2731
85,Miles Bridges,CHA,22,65,23,42,30.7,104.4,114,-9.7,9.2,1.2,11.2,4.2,13.8,8.8,9.3,48.9,52,19.6,97.15,8.2,4036
85,Ricky Rubio,PHX,29,65,32,33,31,112.4,108.4,4,37.7,3.29,37.1,2.3,12.8,7.5,11.3,47.1,53.5,19.9,103.53,12,4337
85,Tomas Satoransky,CHI,28,65,22,43,28.9,107.3,108.8,-1.5,26.9,2.72,32.6,4,10.1,6.9,12,48.8,53.3,16.5,100.82,9.4,3940
85,Tyus Jones,MEM,24,65,32,33,19,106.9,109.2,-2.3,31.4,5.18,35.9,0.7,7.1,3.8,6.9,51.4,53.2,16.5,106.4,10.8,2737
100,Alex Caruso,LAL,26,64,48,16,18.4,110.8,101,9.8,13.8,2.34,24.3,1.4,8.5,5.1,10.4,48.1,52.5,13.6,102.84,7.2,2518
100,Jaxson Hayes,NOP,20,64,28,36,16.9,107.9,109.7,-1.8,7.4,1.06,12.4,8.5,14,11.3,11.8,67.4,68.9,14.6,107.38,9.6,2409
100,Julius Randle,NYK,25,64,21,43,32.5,105.7,111.6,-5.9,15.8,1.03,12.8,6.7,22.3,14.2,12.4,49.2,53.8,27.1,99.72,13.1,4327
100,Seth Curry,DAL,29,64,38,26,24.6,114,110.6,3.4,11.7,2,15.6,1.6,7,4.3,7.8,62.1,64.3,17.6,101.17,9.3,3342
100,Spencer Dinwiddie,BKN,27,64,30,34,31.2,110.5,109.4,1.1,34.4,2.48,23.8,1.5,8.5,5.1,9.6,47.6,54.1,28.7,101.7,12.1,4227
100,Taurean Prince,BKN,26,64,30,34,29,109.6,108.4,1.3,9,0.91,11.4,2.4,16.2,9.3,12.5,47.5,49.7,20,102.06,7.4,3959
100,Thaddeus Young,CHI,32,64,22,42,24.9,101.9,108.1,-6.2,11.3,1.15,13.7,5.4,14.5,9.7,12,51.3,52.1,19.2,102.37,8.9,3393
107,Bojan Bogdanovic,UTA,31,63,41,22,33.1,113.5,108,5.5,9.9,0.82,9.8,2,10,6.2,11.9,54.8,60.3,25.2,99.45,10.5,4328
107,Bryn Forbes,SAS,26,63,27,36,25.1,108,114.8,-6.8,9.7,1.89,13.9,0.7,7.1,3.9,7.3,54.4,57,18.5,100.41,6.4,3307
107,Danuel House Jr.,HOU,27,63,40,23,30.4,112,108.7,3.3,6.1,1.57,11.9,2.7,10.1,6.4,7.6,54.6,57.2,13.5,104.7,7,4166
107,De'Andre Hunter,ATL,22,63,19,44,32,108,113.6,-5.5,7.9,1.09,11.7,2.1,11.6,6.8,10.7,48.9,52.1,17.3,103.96,5.8,4362
107,Devonte' Graham,CHA,25,63,23,40,35.1,107.4,111.8,-4.5,34.5,2.6,27.5,1.8,7.8,4.7,10.6,49.5,53.7,24.3,97.32,10.9,4491
107,Ersan Ilyasova,MIL,33,63,48,15,15.7,109.5,105.3,4.2,6.5,1.44,11.2,5.9,21.2,13.8,7.8,54.6,58.9,15.8,107.93,10.5,2212
107,Giannis Antetokounmpo,MIL,25,63,51,12,30.4,112.8,97.4,15.4,32.8,1.54,17,6.8,30.7,19.6,11,58.9,61.3,36.3,107.47,23.9,4301
107,Gorgui Dieng,MEM,30,63,20,43,17.4,99.6,103.2,-3.6,10.7,1.22,13.5,7.4,22.1,14.6,11.1,53,56.8,17.5,103.14,13.1,2347
107,JaMychal Green,LAC,30,63,43,20,20.7,110.7,105.7,5,5.1,0.91,10.3,5.5,20.9,13.4,11.3,56,57.6,13.2,104.66,8.3,2853
107,Jarrett Culver,MIN,21,63,19,44,23.9,106,109.3,-3.3,10.5,1.36,13.5,4.1,9.2,6.5,10,46.2,46.7,18.7,105.22,5.5,3304
107,Jerome Robinson,WAS,23,63,36,27,15.5,105,106,-1,12.3,1.78,18.5,1.2,11,6,10.4,45,47.6,15.5,107.76,5,2193
107,Lonzo Ball,NOP,22,63,26,37,32.1,109.6,110.3,-0.7,29.2,2.27,32.4,3.2,14.2,8.7,14.3,51.1,51.7,18.1,104.82,10.1,4425
107,Montrezl Harrell,LAC,26,63,44,19,27.8,112.3,105.8,6.5,10.2,0.99,9.2,8.9,14.1,11.6,9.3,58,60.7,24.5,104.73,14.5,3818
107,Steven Adams,OKC,26,63,40,23,26.7,111.2,106.7,4.4,12.8,1.55,18.1,12.8,21.4,17.3,11.6,59.3,60.4,16.8,100.64,13.6,3520
107,Terry Rozier,CHA,26,63,21,42,34.4,104.5,113.4,-9,20.9,1.84,18.4,2.2,10.7,6.2,10,51.4,55.3,23.2,96.62,10.3,4354
107,Trey Lyles,SAS,24,63,27,36,20.2,111.3,113.7,-2.4,7.2,1.77,14.7,5.6,22.8,14.2,8.3,54.1,55.7,13.6,100.81,8.8,2672
123,Aaron Gordon,ORL,24,62,30,32,32.5,108.6,109.7,-1.2,16.5,2.28,19.1,5,18.1,11.4,8.4,48.4,51.6,20.5,99.72,10.4,4182
123,Anthony Davis,LAL,27,62,46,16,34.4,111.3,106.4,5,15.3,1.3,12,6.5,19.7,13.1,9.3,53.6,61,28.4,102.47,17.9,4556
123,Brandon Ingram,NOP,22,62,25,37,33.9,110,111.3,-1.3,19.2,1.37,15.3,2.3,14.4,8.4,11.2,53.1,58.7,27.5,105.01,13,4609
123,Chris Boucher,TOR,27,62,45,17,13.2,109.4,103.8,5.7,4.9,0.93,6.5,12.1,18.5,15.4,6.9,53.5,58.7,18.5,102.61,12.8,1750
123,Christian Wood,DET,24,62,20,42,21.4,110.8,108.8,2,7.4,0.71,8,7.9,21.4,14.7,11.1,62,65.9,22.3,99.54,15.3,2753
123,Danilo Gallinari,OKC,31,62,37,25,29.6,116.9,111.2,5.7,9.9,1.57,10.5,2,15.7,9,6.7,54.7,61.2,24.2,99.2,13,3796
123,Domantas Sabonis,IND,24,62,37,25,34.8,109.9,106.8,3.1,21.5,1.82,21.3,8.9,26.2,17.7,11.7,55,58.6,22.9,99.02,15.6,4464
123,Garrett Temple,BKN,34,62,30,32,27.9,105.6,106.9,-1.4,13.2,2.52,18.6,1.5,9.6,5.6,7.4,48.6,51.3,16.2,102.83,7.8,3710
123,Glenn Robinson III,PHI,26,62,17,45,28.8,106.5,114.3,-7.8,8.1,1.75,12.3,4.3,10.6,7.4,7.1,55.2,57.7,16,101.35,8.4,3771
123,Josh Okogie,MIN,21,62,19,43,25,106.3,111,-4.7,8.9,1.14,14.8,5,11.4,8.1,13,47.9,55.3,14.8,105.88,7,3413
123,Khris Middleton,MIL,28,62,46,16,29.9,113.3,100.9,12.4,21.2,1.93,18.4,2.3,15.7,9.4,9.5,57.5,61.9,26,106.64,15.4,4112
123,Marcus Morris Sr.,LAC,30,62,26,36,31.2,111.3,109.9,1.5,6.6,0.89,8,2.9,12.8,7.7,9,52.6,57,21.6,98.9,9.2,3983
123,Maurice Harkless,NYK,27,62,39,23,23,109.7,108.5,1.2,6.2,1.28,15.7,3.8,11.7,7.9,12.2,56.2,57.2,10.5,103.38,5.9,3066
123,Mo Bamba,ORL,22,62,30,32,14.2,103.9,103.4,0.5,7.7,1,10.7,9.9,21.6,15.5,10.7,52.6,54.2,16.3,99.81,11.5,1832
123,Myles Turner,IND,24,62,37,25,29.4,107,106.7,0.4,5.7,0.85,8.8,4.7,16.8,10.9,10.4,53,56.6,18,98.47,9.6,3736
123,Nikola Vucevic,ORL,29,62,28,34,32.2,110.1,109.2,0.9,18.2,2.52,15.7,6.8,27,16.7,6.2,52.5,54.9,25.8,99.81,15.3,4162
123,Taj Gibson,NYK,35,62,21,41,16.5,101.2,113.7,-12.5,7.7,1.11,12.7,9.8,15.8,12.6,11.5,59.1,61,14.5,99.29,9.7,2123
140,Bogdan Bogdanovic,SAC,27,61,29,32,28.9,109.1,110.8,-1.7,18.4,2.03,18.5,1.4,10.5,5.8,9.1,54.7,56.5,22.1,99.24,10.2,3659
140,Darius Bazley,OKC,20,61,36,25,18.5,98.9,102.1,-3.2,5.4,0.91,9.5,2.5,17.2,10.1,10.4,47.2,49.7,14.6,101.87,8.7,2396
140,Eric Bledsoe,MIL,30,61,48,13,27,112.5,100.8,11.8,27.5,2.22,25.8,2.5,12.1,7.7,11.7,52.8,57.1,23.3,108.1,12.5,3706
140,Gary Trent Jr.,POR,21,61,29,32,21.8,112.2,113.6,-1.4,6.4,2.9,11.2,1.7,5.2,3.5,3.9,57.1,58.7,15,102.22,6.9,2831
140,Jrue Holiday,NOP,30,61,26,35,34.7,110,109.5,0.5,28.4,2.22,24.4,3.4,9.5,6.5,11,51.6,53.7,24.1,104.32,11.5,4606
140,Kyle Kuzma,LAL,24,61,46,15,25,110.1,105.2,4.9,7.6,0.88,8.9,3.3,13.5,8.5,10.1,50,53.1,22.1,103.35,8.5,3295
140,Lonnie Walker IV,SAS,21,61,29,32,16.2,109,109.4,-0.4,9.9,1.55,13.7,2.3,11,6.7,8.9,48.3,50.7,18.3,102.55,6.8,2113
140,Luka Doncic,DAL,21,61,36,25,33.6,116.7,111.4,5.3,45.4,2.07,23.6,3.6,22.4,13.2,11.4,53.1,58.5,35.5,101.24,19.4,4328
140,Mason Plumlee,DEN,30,61,38,23,17.3,107.6,108.6,-1,21,1.88,25.9,8.7,19.5,14.1,13.8,61.5,61.3,17.3,101.26,12,2215
140,Mitchell Robinson,NYK,22,61,20,41,23.2,106.1,109.1,-2.9,3.9,0.97,7.5,12.2,16,14.1,7.7,74.2,72.6,12.9,100.69,12.9,2953
140,Nerlens Noel,OKC,26,61,38,23,18.5,106.7,105.3,1.3,7.9,0.86,13,8.2,17.4,13,15,68.6,71.1,14.8,99.92,12.5,2344
151,De'Anthony Melton,MEM,22,60,27,33,19.5,110.2,105,5.1,19.6,2.08,24.6,3.5,13.7,8.7,11.8,45.1,50.1,18.5,105.86,9.3,2568
151,Eric Paschall,GSW,23,60,14,46,27.6,103.6,114.2,-10.6,12.6,1.35,13.4,4.7,11.6,8.1,9.9,52.6,57.1,20.7,102.09,9.6,3516
151,JJ Redick,NOP,36,60,26,34,26.3,111.7,112.7,-1,10.7,1.59,13.3,0.6,8.3,4.5,8.4,59.6,64.4,19.7,106.1,9.8,3501
151,Marcus Smart,BOS,26,60,39,21,32,111.9,104.6,7.3,21.4,2.83,25.5,2,8.9,5.5,9,47.6,51.8,18.3,101.51,9,4051
151,Nicolo Melli,NOP,29,60,26,34,17.4,105.9,110.3,-4.3,11.2,1.78,16.9,3.4,13.2,8.2,9.5,52.8,55.6,15.8,103.89,7.2,2260
151,Pascal Siakam,TOR,26,60,46,14,35.2,111.8,103,8.8,16.1,1.4,13,3,16.2,9.8,9.3,51.2,55.4,27.8,101.93,12.9,4483
151,Rondae Hollis-Jefferson,TOR,25,60,43,17,18.7,108.5,104.3,4.2,14.1,1.8,19,8.9,14.3,11.6,10.6,47.6,53.3,16.4,101.96,10.1,2373
151,Thon Maker,DET,23,60,20,40,12.9,103.8,111.9,-8,8.8,0.96,13,6.9,15.2,11,13.6,53.9,58.2,16,98.52,7.6,1586
